	Acandí	Riosucio	Bahía Solano (o Ciudad Mutis)	Coredó	Tutunendo	Arusí	Cérteguí	Nóvita	Cartago	Toro	Roldanillo	Buenaventura	Sevilla	Andalucía	Darién (o Calima)	Buga	Dagua	Ginebra	Palmira	Cali	Florida	Robles	Timbiquí	San Juan de Mechengue	Santander de Quilichao	Morales	Silvia	Patía (El Bordo)	Bolívar	Popayán	La Sierra	Iscuandé	Tumaco	Barbacoas1	Ricaurte2	La Cruz	La Florida	Potosí	Mocoa	San Antero	Puerto Escondido	Cereté	Sahagún	Tres Palmas	Tierra Alta	Planeta Rica	Ayapel	Turbo	Nechí	Caucasia	Chigorodó	Ituango	Dabeiba	Frontino	Cáceres	Zaragoza	Remedios	Yarumal	Amalfi	Yolombó	Santa Fe de Antioquia	San Pedro1	Urrao	Heliconia	Concordia	Montebello	Betania	Jardín	Santo Domingo	Puerto Berrío	Rionegro1	Cocorná	Sonsón	Mistrató	Santuario	Pereira	Pácora	Samaná	Aranzazu	Manzanares	Manizales	Calarcá	Mariquita	Herveo	El Líbano	Ambalema	Santa Isabel	San Antonio	Ibagué	Coello	San Luis	Cunday	Ortega	Purificación	Chaparral	Planadas	Natagaima	Alpujarra	Baraya	Santa María	Nátaga	Gigante	Neiva	Timaná	San Agustín	San Vicente del Caguán	Florencia	San Onofre	Tolú	San Pedro2	Corozal	San Benito Abad	Majagual	Puerto Colombia	Luruaco	Manatí	Villanueva	La Boquilla	Turbaco	Mahates	San Basilio de Palenque	María La Baja	San Juan Nepomuceno	El Carmen2	Mompós	San Martín de Loba	Simití	Bocas del Rosario	Puerto Wilches	Sabana de Torres	Suratá	Barrancabermeja	Rionegro2	Tona	Girón	San Vicente de Chucurí	Guaca	Aratoca	Málaga	Cimitarra	Suaita	Vélez	Jesús María	Simacota	Onzaga	Charalá	Güicán	Moniquirá	Saboyá	Muzo	Ráquira	Jericó	Socha	Duitama	Sotaquirá	Monguí	Firavitoba	Labranzagrande	Siachoque	Aquitania	Turmequé	Tenza	Miraflores	San Luis de Gaceno	Caparrapí	Paime	Simijaca	Ubaté	Villapinzón	Pacho	Guaduas	Tenjo	Facatativá	La Mesa	Bogotá	Nemocón	Manta	Guasca	Gachetá	Gachalá	Fómeque	Medina	Tocaima	Pasca	Pandi	Gutiérrez	Quetame	Restrepo	San Martín	Puerto López	Sitionuevo	Taganga	Ciénaga	Aracataca	Pivijay	Pedraza	Plato	El Difícil	Riohacha	Palomino	Barbacoas2	Uribia	Carraipía	Fonseca	Caracolí	Valledupar	Codazzi	Chiriguaná	Pailitas	La Jagua de Ibirico	Gamarra	Loma de Corredor	El Tarra	El Carmen1	San Calixto	Ocaña	Ábrego	Sardinata	Villacaro	Salazar de las Palmas	Puerto Villamizar	Ricaurte1	Cúcuta	Cáchira	Bochalema	Herrán	Pamplona	San Bernardo de Bata	Chitagá	Arauca	Tame	Pore	Trinidad	Yopal	Tauramena	Maní	Orocué
Florencia	0.852989	0.825027	0.814544	0.833838	0.861994	0.868571	0.841975	0.865324	0.813999	0.827625	0.814543	0.797999	0.829626	0.820172	0.825586	0.809334	0.784872	0.800803	0.814318	0.815818	0.835777	0.780803	0.826239	0.841012	0.824336	0.802976	0.834038	0.823829	0.805519	0.812909	0.821028	0.808724	0.858574	0.818072	0.83211	0.842936	0.856709	0.854316	0.799808	0.864385	0.856304	0.879132	0.886952	0.90658	0.873283	0.881643	0.86792	0.838216	0.82974	0.843627	0.833299	0.825904	0.842612	0.818006	0.836828	0.793993	0.828297	0.839057	0.825143	0.819838	0.835322	0.830237	0.822611	0.840088	0.852452	0.842639	0.819099	0.841967	0.8172	0.842656	0.856676	0.839532	0.844569	0.829942	0.808645	0.805126	0.852709	0.834639	0.833368	0.843832	0.826633	0.805105	0.799979	0.802012	0.80383	0.805259	0.801556	0.751175	0.786131	0.812515	0.81827	0.823246	0.807621	0.774321	0.801139	0.751139	0.783524	0.779763	0.784483	0.758698	0.800324	0.773452	0.796376	0.773994	0.810588	0.72606	0	0.870746	0.865596	0.841465	0.859962	0.876127	0.869143	0.856483	0.880147	0.866941	0.876548	0.840828	0.87772	0.86638	0.865775	0.862058	0.865614	0.84651	0.826106	0.828199	0.848198	0.840896	0.817826	0.849272	0.823142	0.817863	0.812883	0.827781	0.8351	0.839919	0.833094	0.850623	0.810844	0.83991	0.828267	0.825467	0.840092	0.848086	0.849343	0.832927	0.824325	0.83571	0.847673	0.856795	0.861611	0.835078	0.8493	0.820126	0.83551	0.847923	0.845706	0.832164	0.857616	0.836061	0.863044	0.831685	0.848706	0.812264	0.819302	0.847942	0.828601	0.832173	0.852431	0.816295	0.811746	0.827182	0.794965	0.829976	0.797768	0.809134	0.836261	0.843795	0.826254	0.817198	0.843398	0.845173	0.809553	0.816641	0.809662	0.819808	0.830443	0.787898	0.817281	0.794909	0.852467	0.858278	0.865976	0.861057	0.8591	0.848937	0.856664	0.851919	0.861549	0.850488	0.871614	0.845233	0.876489	0.886871	0.857824	0.861331	0.852865	0.842903	0.840166	0.840467	0.860092	0.849356	0.861982	0.828241	0.844031	0.831191	0.833213	0.849499	0.831818	0.860503	0.867135	0.870391	0.861353	0.831849	0.867774	0.881121	0.856322	0.855627	0.873533	0.824787	0.828493	0.840613	0.843803	0.837523	0.821468	0.825785	0.853707
San Onofre	0.723247	0.836527	0.845585	0.836708	0.824605	0.837657	0.814647	0.840184	0.905913	0.859576	0.869326	0.862957	0.864973	0.889817	0.862127	0.869083	0.868247	0.870816	0.889732	0.878248	0.83817	0.851856	0.820056	0.871023	0.868505	0.879021	0.878817	0.857301	0.842947	0.864769	0.855639	0.853021	0.847312	0.845366	0.888516	0.866542	0.879967	0.855373	0.868023	0.73751	0.755619	0.723159	0.755801	0.758908	0.766493	0.786597	0.779443	0.753975	0.846713	0.845352	0.837859	0.865198	0.865669	0.857436	0.817476	0.84359	0.884736	0.854463	0.861082	0.882405	0.900769	0.891415	0.878222	0.874016	0.877558	0.877515	0.879451	0.878402	0.869702	0.868845	0.8682	0.868666	0.855381	0.86825	0.871161	0.854612	0.872563	0.887113	0.884825	0.881743	0.891434	0.877077	0.875526	0.881659	0.875478	0.867544	0.869125	0.877734	0.898837	0.884572	0.868028	0.911188	0.87336	0.877218	0.883648	0.882733	0.878861	0.880634	0.881607	0.892587	0.87711	0.872952	0.863217	0.881651	0.864605	0.886946	0.870746	0	0.755179	0.780013	0.713124	0.719247	0.736256	0.724866	0.750719	0.758332	0.71662	0.70046	0.726678	0.704125	0.687177	0.701324	0.739238	0.75355	0.744981	0.796647	0.806751	0.802716	0.863062	0.876236	0.879387	0.85658	0.870918	0.893103	0.882072	0.896012	0.875927	0.900819	0.888246	0.868688	0.863824	0.88591	0.89788	0.883368	0.890313	0.864822	0.900179	0.898914	0.871318	0.876214	0.900059	0.889591	0.889021	0.876078	0.877253	0.87813	0.8824	0.871051	0.884543	0.884092	0.906017	0.903207	0.890888	0.879723	0.88509	0.928351	0.88947	0.906169	0.891435	0.898918	0.883434	0.901638	0.885335	0.879476	0.901772	0.885128	0.889162	0.903671	0.888219	0.888845	0.890186	0.885306	0.8694	0.906961	0.916005	0.906244	0.901414	0.878028	0.886518	0.879619	0.767149	0.77194	0.734846	0.804134	0.777512	0.773611	0.748962	0.761742	0.760071	0.759092	0.764716	0.778347	0.811389	0.795372	0.767991	0.832821	0.811595	0.805599	0.823115	0.77955	0.804161	0.804362	0.855022	0.858158	0.880385	0.833678	0.85886	0.878001	0.876017	0.864037	0.851197	0.867245	0.868742	0.887593	0.901287	0.895343	0.893631	0.891826	0.907474	0.833196	0.888221	0.872442	0.870488	0.874596	0.883181	0.865186	0.878387
Tolú	0.765702	0.821235	0.875232	0.874361	0.844422	0.846946	0.834434	0.841593	0.847639	0.841287	0.871371	0.870389	0.883428	0.836267	0.867559	0.874141	0.879367	0.847315	0.854684	0.866511	0.871452	0.85745	0.842364	0.832774	0.868431	0.882639	0.863501	0.848484	0.869232	0.859646	0.883736	0.857429	0.84995	0.828523	0.863132	0.87139	0.847891	0.803793	0.834385	0.751329	0.749589	0.780576	0.758958	0.764774	0.776314	0.75134	0.773511	0.825423	0.808308	0.860858	0.839815	0.854775	0.862025	0.87676	0.82729	0.830793	0.864368	0.86405	0.858629	0.861585	0.85919	0.837216	0.835712	0.834488	0.881805	0.845152	0.86992	0.862993	0.841686	0.842123	0.862004	0.848358	0.858957	0.865058	0.846146	0.867123	0.858809	0.869797	0.879644	0.882337	0.862774	0.877477	0.860154	0.842268	0.883074	0.85966	0.864113	0.869123	0.876031	0.862166	0.886119	0.884888	0.871514	0.872765	0.886231	0.882665	0.884356	0.884414	0.858621	0.862777	0.866313	0.854426	0.861396	0.857434	0.85136	0.867723	0.865596	0.755179	0	0.752995	0.691681	0.728935	0.704782	0.751485	0.779597	0.741809	0.754918	0.753509	0.760324	0.701538	0.764993	0.7293	0.747194	0.711427	0.68926	0.745775	0.773424	0.828133	0.850005	0.872831	0.886563	0.825981	0.846103	0.875356	0.864014	0.875385	0.857142	0.880124	0.860913	0.879685	0.865692	0.864156	0.883297	0.876669	0.878354	0.893427	0.896135	0.903589	0.843753	0.892348	0.885651	0.876796	0.902447	0.885427	0.883451	0.888091	0.897655	0.859367	0.905608	0.906212	0.895089	0.878858	0.87548	0.87921	0.860463	0.875803	0.888634	0.876005	0.895662	0.878396	0.872358	0.879754	0.86819	0.874215	0.865779	0.886087	0.892715	0.892841	0.86264	0.89251	0.888553	0.877519	0.858526	0.892143	0.872944	0.881124	0.873954	0.872754	0.882516	0.848747	0.770197	0.78014	0.772515	0.793098	0.788324	0.789668	0.753968	0.770307	0.769508	0.765888	0.783814	0.794001	0.807788	0.820599	0.782926	0.805356	0.788395	0.806017	0.823386	0.781023	0.797591	0.793851	0.869506	0.874064	0.872998	0.835068	0.82752	0.86916	0.869361	0.857846	0.874435	0.872314	0.872154	0.874176	0.859341	0.904907	0.884207	0.905973	0.877865	0.870922	0.883673	0.885314	0.843971	0.88649	0.864279	0.890918	0.899913
San Pedro2	0.778037	0.820747	0.835404	0.847235	0.861026	0.844278	0.856336	0.857849	0.844998	0.865565	0.872642	0.844176	0.861091	0.859972	0.850726	0.85422	0.864381	0.846574	0.848514	0.889515	0.856864	0.843845	0.836945	0.884144	0.861347	0.86459	0.862482	0.87602	0.868121	0.867861	0.872151	0.872055	0.864775	0.826296	0.833796	0.857368	0.850449	0.866973	0.833892	0.80249	0.772704	0.794488	0.766845	0.802849	0.814513	0.806648	0.782209	0.799673	0.811754	0.82218	0.812078	0.838189	0.845478	0.844406	0.817603	0.815196	0.877044	0.896397	0.870956	0.841523	0.872296	0.847079	0.845761	0.871946	0.84722	0.86067	0.845943	0.885341	0.854189	0.867543	0.848138	0.861774	0.840448	0.854492	0.881498	0.879555	0.870872	0.879198	0.87982	0.864052	0.881775	0.864549	0.857411	0.871162	0.857187	0.851006	0.86098	0.857788	0.871923	0.877012	0.881623	0.858922	0.853931	0.86336	0.859585	0.866426	0.8833	0.855157	0.856377	0.876572	0.846737	0.835655	0.851014	0.846778	0.831846	0.878157	0.841465	0.780013	0.752995	0	0.734505	0.725817	0.742049	0.780178	0.781325	0.761617	0.776317	0.760544	0.787045	0.781684	0.79122	0.787852	0.76871	0.756963	0.742161	0.752712	0.794385	0.82274	0.839339	0.868701	0.845627	0.850383	0.865501	0.855422	0.855259	0.879221	0.840675	0.871328	0.865113	0.874471	0.856427	0.852195	0.869125	0.858904	0.865603	0.874136	0.888707	0.850433	0.843942	0.862345	0.877864	0.833814	0.847732	0.828967	0.849657	0.848149	0.86986	0.876681	0.879705	0.861115	0.860747	0.871413	0.876781	0.854531	0.857188	0.871732	0.85958	0.829664	0.863864	0.878563	0.859049	0.862893	0.835572	0.877342	0.820583	0.852189	0.861123	0.850684	0.844993	0.847813	0.859201	0.878882	0.857442	0.866964	0.868095	0.842952	0.857654	0.863492	0.873043	0.861719	0.772193	0.795077	0.781614	0.793953	0.767667	0.7429	0.769915	0.72639	0.785659	0.800309	0.81876	0.822705	0.797479	0.814705	0.817678	0.797991	0.786965	0.764674	0.795459	0.768168	0.808713	0.796818	0.862811	0.847645	0.858359	0.851776	0.850621	0.874681	0.85953	0.856203	0.865531	0.871583	0.879432	0.873034	0.891679	0.865008	0.878986	0.901478	0.868609	0.841161	0.880097	0.834637	0.870014	0.860449	0.857256	0.867977	0.879914
Corozal	0.729886	0.827943	0.865831	0.845907	0.815597	0.865461	0.854003	0.848917	0.874956	0.871379	0.856184	0.842114	0.88775	0.879364	0.880179	0.880758	0.879436	0.878412	0.865513	0.871916	0.846333	0.847288	0.854478	0.866194	0.865614	0.892109	0.873838	0.884088	0.864396	0.862709	0.879369	0.84991	0.860156	0.838596	0.847203	0.862745	0.873235	0.845723	0.874141	0.758029	0.745655	0.772764	0.70861	0.748518	0.765309	0.759685	0.779287	0.796392	0.83296	0.820945	0.836818	0.856527	0.86737	0.876675	0.831514	0.815469	0.873163	0.892891	0.862838	0.860246	0.888381	0.859011	0.856061	0.881313	0.869452	0.885724	0.863391	0.884982	0.840381	0.855923	0.87443	0.850616	0.884432	0.865888	0.870978	0.883997	0.893933	0.872922	0.874161	0.890574	0.879855	0.874364	0.84996	0.885762	0.885424	0.864474	0.870833	0.877198	0.892607	0.891836	0.882852	0.888699	0.852306	0.8807	0.883937	0.883365	0.892662	0.864841	0.866141	0.910772	0.839957	0.866515	0.874863	0.860347	0.83317	0.896317	0.859962	0.713124	0.691681	0.734505	0	0.696256	0.712479	0.751472	0.758755	0.76488	0.714205	0.758855	0.734564	0.683844	0.754481	0.757504	0.699744	0.721735	0.68634	0.716988	0.795495	0.790156	0.839355	0.856813	0.891004	0.827639	0.846657	0.873684	0.867509	0.885541	0.858785	0.870322	0.879154	0.884854	0.87368	0.877262	0.8634	0.857148	0.861271	0.895625	0.885172	0.885258	0.875412	0.885856	0.884099	0.872162	0.880544	0.88168	0.868468	0.885597	0.88707	0.861182	0.89607	0.884979	0.898929	0.886849	0.88207	0.861813	0.869456	0.879908	0.894112	0.871322	0.893353	0.887729	0.88362	0.898793	0.860754	0.878705	0.864293	0.875789	0.892096	0.896081	0.885046	0.880068	0.883947	0.854747	0.848933	0.882512	0.870832	0.880782	0.881989	0.873901	0.893135	0.859839	0.770776	0.763436	0.766744	0.787659	0.775927	0.76295	0.75228	0.77883	0.772438	0.756606	0.743524	0.786246	0.785676	0.787842	0.771958	0.80947	0.746172	0.775314	0.812492	0.754432	0.816502	0.800483	0.864396	0.825224	0.855729	0.848987	0.840785	0.8785	0.865103	0.866152	0.847861	0.866548	0.861597	0.86595	0.880803	0.878293	0.873583	0.893642	0.889724	0.822684	0.867814	0.872098	0.846193	0.884022	0.854195	0.8625	0.873694
San Benito Abad	0.728067	0.837801	0.855482	0.835996	0.853099	0.840763	0.876308	0.859235	0.871052	0.838911	0.862695	0.855235	0.860539	0.859151	0.874324	0.877717	0.867875	0.855436	0.870199	0.869999	0.856952	0.873161	0.839744	0.881342	0.852556	0.876	0.880328	0.862757	0.879076	0.850077	0.885688	0.868091	0.860477	0.822903	0.87677	0.864402	0.857609	0.864529	0.856604	0.725424	0.749561	0.737326	0.730923	0.752149	0.74954	0.74947	0.752269	0.80858	0.817037	0.809266	0.826144	0.824157	0.866091	0.850338	0.814445	0.803929	0.869345	0.842237	0.849621	0.825104	0.875305	0.864009	0.849162	0.832418	0.844634	0.841973	0.831933	0.857947	0.853794	0.855239	0.839643	0.855537	0.851854	0.85596	0.85905	0.870442	0.841403	0.870958	0.884701	0.849943	0.871763	0.880772	0.869242	0.873941	0.875872	0.855527	0.859466	0.868409	0.875356	0.85617	0.873459	0.877282	0.855653	0.865794	0.864246	0.857479	0.870027	0.873134	0.878147	0.875309	0.841403	0.838997	0.862556	0.86285	0.856207	0.853446	0.876127	0.719247	0.728935	0.725817	0.696256	0	0.682515	0.750222	0.751084	0.75414	0.745048	0.746127	0.754666	0.714243	0.762586	0.768637	0.76529	0.748172	0.727566	0.788237	0.81418	0.793537	0.831036	0.855457	0.885669	0.803249	0.845293	0.87785	0.855056	0.893245	0.883325	0.862415	0.873179	0.878992	0.872581	0.868081	0.882149	0.877525	0.885135	0.856634	0.907769	0.880554	0.868742	0.89074	0.892906	0.869476	0.873771	0.878456	0.879744	0.883188	0.889693	0.876408	0.901967	0.87912	0.889107	0.888729	0.894695	0.876364	0.875839	0.895369	0.879716	0.892896	0.889326	0.897591	0.866663	0.86775	0.869886	0.888714	0.867268	0.872802	0.879206	0.892233	0.895051	0.892504	0.889054	0.885424	0.855679	0.871999	0.866044	0.887436	0.878349	0.890404	0.887585	0.86908	0.764481	0.792505	0.776934	0.780144	0.784974	0.767494	0.752106	0.744326	0.777736	0.775155	0.770148	0.811872	0.78866	0.778424	0.792172	0.776453	0.781696	0.783308	0.831266	0.75867	0.796808	0.801567	0.860998	0.849063	0.848622	0.842083	0.841754	0.871656	0.858582	0.875599	0.854028	0.862069	0.837317	0.861659	0.890562	0.892104	0.888652	0.903273	0.87782	0.820751	0.871212	0.864073	0.861666	0.887606	0.866209	0.869801	0.874734
Majagual	0.741212	0.800326	0.852392	0.871239	0.835288	0.831876	0.816237	0.8704	0.854669	0.866879	0.861139	0.852684	0.881014	0.881692	0.875013	0.877927	0.878186	0.877467	0.895912	0.879325	0.880935	0.895128	0.830764	0.876895	0.877101	0.879772	0.859413	0.884757	0.889784	0.889563	0.893782	0.886649	0.8772	0.834168	0.877636	0.856814	0.853825	0.860031	0.862781	0.743031	0.766779	0.741472	0.743637	0.762164	0.774795	0.744122	0.731269	0.815704	0.818648	0.808537	0.819618	0.850578	0.873613	0.87351	0.798987	0.813693	0.877315	0.851935	0.849331	0.853088	0.868398	0.861872	0.8701	0.854352	0.881561	0.860722	0.850109	0.878956	0.837026	0.856562	0.86272	0.868729	0.854822	0.851342	0.876278	0.846424	0.874724	0.85412	0.862404	0.876595	0.876981	0.900079	0.866121	0.887234	0.887213	0.872529	0.887292	0.882324	0.888202	0.858115	0.874203	0.885464	0.876903	0.880489	0.890392	0.888288	0.90064	0.877174	0.870665	0.870797	0.85413	0.863987	0.848622	0.865964	0.856748	0.868032	0.869143	0.736256	0.704782	0.742049	0.712479	0.682515	0	0.758268	0.77328	0.739743	0.761662	0.756398	0.761651	0.683036	0.709426	0.759853	0.75527	0.737303	0.709652	0.775824	0.748009	0.818574	0.835688	0.850905	0.864284	0.793807	0.837045	0.86865	0.833811	0.866795	0.856441	0.860854	0.870145	0.873817	0.844997	0.846245	0.867564	0.849526	0.843441	0.843684	0.870376	0.876534	0.829509	0.859508	0.876861	0.891584	0.870248	0.871621	0.882576	0.881834	0.900256	0.866424	0.897323	0.891364	0.882758	0.898377	0.871895	0.881721	0.878622	0.895287	0.863062	0.889059	0.892602	0.883026	0.879757	0.899824	0.860461	0.874142	0.861773	0.860217	0.878466	0.881357	0.875349	0.881495	0.891865	0.879764	0.85647	0.864386	0.878543	0.868432	0.881349	0.874453	0.871242	0.868727	0.781725	0.760977	0.766064	0.808125	0.80642	0.794148	0.761023	0.728639	0.78592	0.782786	0.785927	0.790585	0.786902	0.824773	0.786902	0.799322	0.789151	0.794899	0.816044	0.771374	0.777798	0.805171	0.852685	0.859356	0.834165	0.820127	0.824271	0.862997	0.848431	0.84994	0.86502	0.857824	0.829664	0.870461	0.883158	0.885134	0.875489	0.891662	0.86302	0.838	0.864366	0.881477	0.849037	0.878823	0.864463	0.865709	0.877396
Puerto Colombia	0.764147	0.827751	0.854633	0.834805	0.820011	0.857653	0.822691	0.853627	0.885509	0.849341	0.852643	0.860396	0.845218	0.86139	0.846329	0.829592	0.873859	0.868963	0.86986	0.869489	0.866838	0.874926	0.831442	0.850628	0.851988	0.844907	0.891562	0.85488	0.855721	0.858176	0.86646	0.839494	0.820203	0.796899	0.853371	0.833933	0.836065	0.827439	0.843329	0.75265	0.713321	0.75002	0.747171	0.766068	0.740932	0.75864	0.768825	0.810368	0.796687	0.821399	0.825586	0.864051	0.853315	0.849042	0.816588	0.828635	0.855656	0.845587	0.843566	0.877064	0.87098	0.826971	0.868645	0.868266	0.877772	0.88228	0.881939	0.867078	0.861056	0.868667	0.870529	0.854422	0.846185	0.880775	0.855409	0.880296	0.876311	0.874017	0.893649	0.872208	0.86395	0.859827	0.846976	0.880501	0.863223	0.851153	0.844355	0.86713	0.858667	0.849658	0.854545	0.850913	0.879685	0.852075	0.891094	0.826689	0.845005	0.861891	0.860371	0.846827	0.866952	0.843662	0.865129	0.852949	0.87104	0.869783	0.856483	0.724866	0.751485	0.780178	0.751472	0.750222	0.758268	0	0.643471	0.65813	0.705395	0.711754	0.755205	0.737828	0.733829	0.781098	0.752158	0.727175	0.725469	0.794936	0.78592	0.788516	0.818916	0.887579	0.862958	0.796769	0.876264	0.884721	0.856158	0.87751	0.860991	0.871462	0.874724	0.880804	0.857575	0.868069	0.877246	0.862234	0.861148	0.861432	0.882203	0.874549	0.84164	0.876816	0.860277	0.852515	0.864742	0.859767	0.893585	0.872875	0.856581	0.840275	0.863284	0.883552	0.868276	0.871708	0.860883	0.867595	0.863442	0.896156	0.870217	0.883153	0.868845	0.893455	0.861148	0.869026	0.851263	0.892923	0.870881	0.860335	0.867214	0.894195	0.870912	0.867526	0.886577	0.870573	0.868476	0.881509	0.888454	0.872333	0.87828	0.874437	0.865556	0.83465	0.698923	0.735847	0.696827	0.776029	0.741422	0.780586	0.692233	0.698158	0.742126	0.750709	0.744073	0.781832	0.758305	0.754323	0.734201	0.79001	0.77004	0.766563	0.832524	0.736617	0.792888	0.789799	0.861469	0.834905	0.865364	0.836237	0.843813	0.862796	0.840905	0.844971	0.863256	0.876061	0.864012	0.850353	0.865761	0.865773	0.863142	0.890016	0.858449	0.839525	0.891586	0.881849	0.834001	0.880366	0.873044	0.842903	0.843575
Luruaco	0.780235	0.826301	0.851243	0.847279	0.818674	0.862323	0.851141	0.870429	0.872537	0.855317	0.858043	0.855058	0.858184	0.866573	0.877797	0.880062	0.874831	0.867099	0.869842	0.884339	0.861741	0.870305	0.854386	0.876731	0.846112	0.902584	0.878405	0.872564	0.883794	0.872942	0.886018	0.86222	0.832186	0.844142	0.866301	0.882361	0.883412	0.855631	0.865891	0.751293	0.740647	0.780463	0.74439	0.777721	0.748668	0.744381	0.788047	0.802779	0.843039	0.839975	0.826575	0.866943	0.869606	0.889461	0.816251	0.847968	0.883407	0.872112	0.872799	0.874442	0.879066	0.863303	0.896479	0.89542	0.897159	0.883517	0.876792	0.887846	0.872749	0.898735	0.879252	0.870776	0.879557	0.866342	0.868919	0.88167	0.861149	0.860973	0.890771	0.883575	0.868331	0.887357	0.860878	0.865854	0.879411	0.856958	0.867961	0.880724	0.854539	0.850703	0.862531	0.876833	0.84889	0.867682	0.88386	0.890004	0.859571	0.866849	0.869347	0.858581	0.86804	0.866039	0.868646	0.871246	0.852779	0.880665	0.880147	0.750719	0.779597	0.781325	0.758755	0.751084	0.77328	0.643471	0	0.653711	0.731367	0.723522	0.744933	0.732222	0.730952	0.762998	0.755203	0.731512	0.74211	0.801318	0.767919	0.811116	0.823796	0.879264	0.876078	0.829491	0.872333	0.885295	0.885724	0.881276	0.864868	0.882644	0.896146	0.898859	0.888943	0.900536	0.893037	0.888701	0.888087	0.872658	0.889807	0.898134	0.878859	0.87941	0.866855	0.866386	0.864282	0.849869	0.88476	0.880495	0.870794	0.87984	0.882817	0.879676	0.881155	0.861823	0.870759	0.876371	0.853387	0.90375	0.885755	0.890004	0.862495	0.899737	0.863709	0.898902	0.870247	0.891565	0.869297	0.876116	0.893729	0.892341	0.878764	0.88339	0.892216	0.891396	0.849893	0.885478	0.878073	0.869279	0.876754	0.880657	0.895372	0.858613	0.678014	0.7247	0.701518	0.781295	0.734178	0.742469	0.697001	0.711656	0.753798	0.749282	0.772303	0.81708	0.777859	0.75915	0.734628	0.771566	0.748109	0.760693	0.820646	0.740541	0.800919	0.785906	0.879867	0.838206	0.846949	0.811357	0.85273	0.866646	0.844438	0.863022	0.872495	0.862744	0.868329	0.821014	0.889615	0.866202	0.868273	0.893243	0.875283	0.829111	0.88046	0.874534	0.85257	0.877879	0.875302	0.862508	0.843528
Manatí	0.775246	0.83795	0.837434	0.838648	0.845895	0.875901	0.837333	0.870586	0.864865	0.877418	0.876133	0.852828	0.861496	0.857341	0.868949	0.881996	0.900683	0.882128	0.895385	0.915078	0.892982	0.893385	0.863578	0.84327	0.875326	0.867253	0.877272	0.872488	0.86807	0.905933	0.879552	0.873025	0.879195	0.840349	0.873391	0.883283	0.876947	0.868571	0.874671	0.753763	0.735946	0.763708	0.735955	0.761577	0.757541	0.718725	0.745109	0.808121	0.83052	0.852772	0.84886	0.884982	0.847326	0.876905	0.831175	0.849771	0.885417	0.867775	0.864122	0.87563	0.891687	0.849444	0.871588	0.888544	0.888904	0.887881	0.901198	0.895393	0.856549	0.866048	0.886212	0.860937	0.870557	0.883314	0.887096	0.884234	0.868247	0.86695	0.899484	0.885594	0.871873	0.870967	0.859354	0.868688	0.864109	0.843907	0.856713	0.878352	0.872692	0.868958	0.867039	0.870128	0.879585	0.885023	0.894649	0.868161	0.877461	0.86291	0.864814	0.871923	0.878949	0.853634	0.880377	0.855837	0.874043	0.860918	0.866941	0.758332	0.741809	0.761617	0.76488	0.75414	0.739743	0.65813	0.653711	0	0.750209	0.741764	0.734595	0.747262	0.716884	0.738364	0.749442	0.727418	0.732585	0.804093	0.774687	0.79738	0.818834	0.879009	0.866672	0.821106	0.877107	0.871462	0.886612	0.888153	0.856636	0.873708	0.882846	0.875235	0.8884	0.860127	0.874848	0.878108	0.879118	0.879367	0.869823	0.888838	0.854848	0.873342	0.87312	0.865754	0.866023	0.851208	0.878476	0.86363	0.869947	0.865442	0.891662	0.867199	0.889556	0.889223	0.86926	0.891723	0.870374	0.906874	0.873736	0.871267	0.851429	0.886398	0.863531	0.88855	0.840036	0.858803	0.873488	0.88161	0.873847	0.883812	0.848653	0.865423	0.89339	0.849288	0.853184	0.897178	0.884104	0.881513	0.860666	0.87785	0.881977	0.85939	0.686732	0.721909	0.688178	0.777768	0.698509	0.73817	0.692261	0.695353	0.749601	0.733982	0.738379	0.782015	0.746441	0.751094	0.732118	0.758943	0.729377	0.759401	0.790703	0.743609	0.812832	0.782668	0.822438	0.851774	0.848469	0.82311	0.832137	0.839528	0.850398	0.831359	0.865603	0.844478	0.85345	0.858771	0.860321	0.863913	0.867941	0.88118	0.854907	0.841103	0.883744	0.869462	0.874874	0.858302	0.866838	0.875213	0.86236
